Species3,Family3,Order3,BeakLengthCulmen,BeakLengthNares,BeakWidth,BeakDepth,TarsusLength,WingLength,KippsDistance,Secondary,HandWingIndex,TailLength,Mass,Habitat,TrophicLevel,TrophicNiche,PrimaryLifestyle
Certhia brachydactyla,Certhiidae,Passeriformes,18.7,11.1,2,2.5,14.9,62.1,11,51.2,17.7,57.1,8.2,Forest,Carnivore,Invertivore,Insessorial
Certhia discolor,Certhiidae,Passeriformes,17.6,10.2,2.4,2.6,16.8,68.8,13.2,55.1,19.3,79.2,10.4,Forest,Carnivore,Invertivore,Insessorial
Certhia familiaris,Certhiidae,Passeriformes,18.1,12.2,2,2.6,14.6,64.5,12.4,52.2,19.2,60.3,9,Forest,Omnivore,Invertivore,Insessorial
Certhia himalayana,Certhiidae,Passeriformes,20.1,13,2.2,2.6,15.2,68.7,13.7,54.4,20.2,67.8,8.8,Forest,Carnivore,Invertivore,Insessorial
Certhia hodgsoni,Certhiidae,Passeriformes,18.6,11.9,2,2.6,15.3,63.4,10.3,52,16.5,54.3,9,Forest,Carnivore,Invertivore,Insessorial
Certhia manipurensis,Certhiidae,Passeriformes,20.1,12.6,2.5,2.7,15.8,67.5,10.6,57,15.7,73.4,10.4,Forest,Carnivore,Invertivore,Insessorial
Certhia nipalensis,Certhiidae,Passeriformes,15.2,8.9,2.4,2.5,19.4,69.8,12.9,56.5,18.6,80.8,11.1,Forest,Carnivore,Invertivore,Insessorial
Certhia tianquanensis,Certhiidae,Passeriformes,17.8,11.3,2.8,2.7,13.7,64.5,11.2,53.4,17.3,66.5,9,Forest,Omnivore,Invertivore,Insessorial
Salpornis spilonotus,Certhiidae,Passeriformes,26.6,18.5,3,3.4,16.8,90.7,28.5,62.2,31.4,57.2,14.8,Woodland,Carnivore,Invertivore,Insessorial
Chloropsis aurifrons,Chloropseidae,Passeriformes,23.7,14.9,4,5,19.8,94.4,18.7,75,20,69.8,32.3,Forest,Omnivore,Omnivore,Insessorial
Chloropsis cochinchinensis,Chloropseidae,Passeriformes,20,11.8,4.1,5.1,17.6,80.1,13,67.5,16.1,67,24.5,Forest,Omnivore,Omnivore,Insessorial
Chloropsis cyanopogon,Chloropseidae,Passeriformes,18.7,12.8,4.2,5,18.9,81.9,14.9,68.1,17.8,63,22,Forest,Omnivore,Omnivore,Insessorial
Chloropsis flavipennis,Chloropseidae,Passeriformes,22.9,14.4,5,5.7,18.3,90.7,13,77.7,14.3,74.7,35.4,Forest,Omnivore,Omnivore,Insessorial
Chloropsis hardwickii,Chloropseidae,Passeriformes,24.7,14.9,4.6,5.4,17.6,93.6,18.1,74.7,19.5,71.4,32.3,Shrubland,Omnivore,Omnivore,Insessorial
Chloropsis jerdoni,Chloropseidae,Passeriformes,22,13.1,4.4,5,18.8,84.6,13,71.3,15.4,72.8,24.5,Forest,Omnivore,Omnivore,Insessorial
Chloropsis kinabaluensis,Chloropseidae,Passeriformes,20.9,12.4,4.8,6.1,19.9,92,17.1,72.7,19,71.6,24.5,Forest,Omnivore,Omnivore,Insessorial
Chloropsis media,Chloropseidae,Passeriformes,20.8,12.5,3.8,5.3,18.6,88.5,17.2,71.3,19.4,72,32.3,Forest,Omnivore,Omnivore,Insessorial
Chloropsis palawanensis,Chloropseidae,Passeriformes,21.6,13.4,4.4,5.6,19.5,87,11.4,74.8,13.3,63.4,30.3,Forest,Omnivore,Omnivore,Insessorial
Chloropsis sonnerati,Chloropseidae,Passeriformes,24.7,16.6,5,6.4,21.2,100.6,21.1,79.6,21,71,45.8,Forest,Omnivore,Omnivore,Insessorial
Chloropsis venusta,Chloropseidae,Passeriformes,16,11.6,3.3,4.3,16,70.2,10.3,60,14.7,52.2,22,Forest,Omnivore,Omnivore,Insessorial
Cinclus cinclus,Cinclidae,Passeriformes,22.1,11.7,3.4,4.4,28.4,88.9,24.5,64.5,27.6,50.1,61.5,Riverine,Carnivore,Aquatic predator,Generalist
Cinclus leucocephalus,Cinclidae,Passeriformes,18.3,9.2,3.4,4.2,28.7,85.6,18.2,67.3,21.3,49,44,Riverine,Carnivore,Aquatic predator,Generalist
Cinclus mexicanus,Cinclidae,Passeriformes,21.6,11.7,3.4,4.8,29.8,89.1,23.6,65.3,26.5,51.8,56.7,Riverine,Carnivore,Aquatic predator,Generalist
Cinclus pallasii,Cinclidae,Passeriformes,24.1,13.3,3.7,5.2,30.1,102.4,27.7,71.5,27.9,68.1,76,Riverine,Carnivore,Aquatic predator,Generalist
Cinclus schulzi,Cinclidae,Passeriformes,17.9,8.4,3,3.8,27.4,75.6,14.8,60.8,19.6,43.8,37.6,Riverine,Carnivore,Aquatic predator,Generalist
Cinclosoma ajax,Cinclosomatidae,Passeriformes,25.9,13.6,4.8,5.3,32.9,99,19.6,79.4,19.8,92.3,65.3,Forest,Carnivore,Invertivore,Terrestrial
Cinclosoma castaneothorax,Cinclosomatidae,Passeriformes,19.1,10.1,4.6,5,28.8,94.4,23.5,71.3,24.8,91.5,62.4,Shrubland,Carnivore,Invertivore,Terrestrial
Cinclosoma castanotum,Cinclosomatidae,Passeriformes,21.4,10.9,4.3,5,31.9,100.1,24.1,75.1,24.3,98.3,73.3,Woodland,Carnivore,Invertivore,Terrestrial
Cinclosoma cinnamomeum,Cinclosomatidae,Passeriformes,19,10.6,4.3,4.8,28,86.4,18.2,68.8,20.9,78.4,56.1,Shrubland,Carnivore,Invertivore,Terrestrial
Cinclosoma punctatum,Cinclosomatidae,Passeriformes,22.2,11.8,4.6,5.5,33.1,110.3,24,85.8,21.8,114.3,113.3,Forest,Carnivore,Invertivore,Terrestrial
Apalis alticola,Cisticolidae,Passeriformes,13.2,7.2,2.8,2.7,18.8,55.4,6.8,48.6,12.2,57.1,12.1,Forest,Carnivore,Invertivore,Insessorial
Apalis argentea,Cisticolidae,Passeriformes,14.1,7.5,3.1,3,16.6,49.5,5.1,44.4,10.3,48.5,9.3,Forest,Carnivore,Invertivore,Insessorial
Apalis bamendae,Cisticolidae,Passeriformes,12.7,7.2,2.6,2.8,17,50.1,5,45.2,9.9,42.6,9.2,Forest,Carnivore,Invertivore,Insessorial
Apalis binotata,Cisticolidae,Passeriformes,12.4,6.8,2.8,2.7,17.8,46.2,2.7,43,6,41.2,8.2,Woodland,Carnivore,Invertivore,Insessorial
Apalis chapini,Cisticolidae,Passeriformes,12.8,6.9,2.4,2.6,17.4,48.1,4.7,43.5,9.7,55,8.8,Forest,Carnivore,Invertivore,Insessorial
Apalis chariessa,Cisticolidae,Passeriformes,11.8,5.8,3,2.5,17.1,51.5,5.1,46.4,9.8,72.2,9.2,Forest,Carnivore,Invertivore,Insessorial
Apalis chirindensis,Cisticolidae,Passeriformes,12.2,7.5,2.9,2.5,17.4,47.9,4,43.9,8.3,58.5,8.6,Forest,Carnivore,Invertivore,Insessorial
Apalis cinerea,Cisticolidae,Passeriformes,13.3,7.2,2.7,2.7,19,54.6,4.9,48.4,9.2,58.2,9.9,Forest,Carnivore,Invertivore,Insessorial
Apalis flavida,Cisticolidae,Passeriformes,13.6,7.6,2.8,2.7,18.9,50,4.5,45.1,9.1,49.4,8.2,Woodland,Carnivore,Invertivore,Insessorial
Apalis flavigularis,Cisticolidae,Passeriformes,14.6,8.1,2.5,2.8,21.4,50.5,5.2,45.2,10.4,47.2,11.1,Forest,Carnivore,Invertivore,Insessorial
Apalis fuscigularis,Cisticolidae,Passeriformes,13.8,8,2.8,2.7,20.1,52.5,5,47.5,9.6,50.2,11,Forest,Carnivore,Invertivore,Insessorial
Apalis goslingi,Cisticolidae,Passeriformes,13.2,7.5,2.5,2.7,18.9,45,5,40,11.1,49.4,8.2,Forest,Carnivore,Invertivore,Insessorial
Apalis jacksoni,Cisticolidae,Passeriformes,11.5,6.2,2.4,2.3,17.1,51.4,6.7,44.8,13,54,8.7,Forest,Carnivore,Invertivore,Insessorial
Apalis karamojae,Cisticolidae,Passeriformes,14.1,8.9,2.5,2.7,16.5,49,5.2,43.8,10.8,48,9.2,Shrubland,Carnivore,Invertivore,Insessorial
Apalis lynesi,Cisticolidae,Passeriformes,14,8.2,2.7,2.8,20.5,51.5,5.2,46.2,10.2,53.2,11.4,Forest,Carnivore,Invertivore,Insessorial
Apalis melanocephala,Cisticolidae,Passeriformes,14.2,7.6,2.9,3,17.6,48.7,5.3,43.4,10.9,59,8.8,Forest,Carnivore,Invertivore,Insessorial
Apalis nigriceps,Cisticolidae,Passeriformes,11.2,6.3,2.6,2.5,15.9,46.6,4.8,41.8,10.2,43.8,8.4,Forest,Carnivore,Invertivore,Insessorial
Apalis personata,Cisticolidae,Passeriformes,13.7,7.2,2.8,2.9,18.5,52.1,4.2,47.9,7.9,41.8,11,Forest,Carnivore,Invertivore,Insessorial
Apalis porphyrolaema,Cisticolidae,Passeriformes,12.3,6.9,2.6,2.5,18.2,51.5,5.3,45.9,10.4,56.6,8.4,Forest,Carnivore,Invertivore,Insessorial
Apalis ruddi,Cisticolidae,Passeriformes,10.4,7.3,3.4,3,20.3,46,3.9,42.1,8.5,46.2,9.7,Woodland,Carnivore,Invertivore,Insessorial
Apalis rufogularis,Cisticolidae,Passeriformes,13.7,7.5,3,2.8,17,47.1,4.5,42.6,9.5,44.9,8.3,Forest,Carnivore,Invertivore,Insessorial
Apalis sharpii,Cisticolidae,Passeriformes,13.1,8.1,2.6,3.1,16.6,45.7,4,41.6,8.9,51.9,8.7,Forest,Carnivore,Invertivore,Insessorial
Apalis thoracica,Cisticolidae,Passeriformes,14.9,8.1,2.6,2.5,20.5,51.1,5.6,45.4,11,51.4,11.1,Forest,Carnivore,Invertivore,Insessorial
Camaroptera brachyura,Cisticolidae,Passeriformes,14.4,8.2,3,2.9,21.3,52.7,4,48.7,7.6,40.7,9.7,Forest,Carnivore,Invertivore,Insessorial
Camaroptera chloronota,Cisticolidae,Passeriformes,14.5,8.6,3.3,2.9,21.7,52,3.8,47.7,7.2,27.8,11.4,Forest,Carnivore,Invertivore,Insessorial
Camaroptera fasciolata,Cisticolidae,Passeriformes,14.6,7.9,2.7,2.8,21.4,59,4.3,53.9,7.5,54.7,13.1,Woodland,Carnivore,Invertivore,Insessorial
Camaroptera simplex,Cisticolidae,Passeriformes,16.3,8.8,2.8,2.9,21.1,59.1,4.3,54.7,7.2,57.6,13,Woodland,Carnivore,Invertivore,Insessorial
Camaroptera superciliaris,Cisticolidae,Passeriformes,15.7,9.3,3.4,2.9,19.2,48.6,4.6,44,9.5,28.6,9.7,Forest,Carnivore,Invertivore,Insessorial
Camaroptera undosa,Cisticolidae,Passeriformes,14,7.9,2.6,3,20.1,60.8,5.5,54.8,9.1,51.9,13,Woodland,Carnivore,Invertivore,Insessorial
Cisticola aberdare,Cisticolidae,Passeriformes,16,7.6,3.1,3.8,23.6,63.1,7.4,55.8,11.6,53.5,24,Grassland,Carnivore,Invertivore,Generalist
Cisticola aberrans,Cisticolidae,Passeriformes,13.6,7.6,2.8,3.3,20.3,53.2,4.9,48.3,9.2,57.2,14.2,Rock,Carnivore,Invertivore,Generalist
Cisticola angusticauda,Cisticolidae,Passeriformes,9.9,5.5,2,2.5,15.5,46.6,5,42,10.6,50.2,8.2,Woodland,Carnivore,Invertivore,Generalist
Cisticola anonymus,Cisticolidae,Passeriformes,14.6,8.2,2.8,3.5,21,58,6.3,51.2,10.8,49.4,13.9,Woodland,Carnivore,Invertivore,Generalist
Cisticola aridulus,Cisticolidae,Passeriformes,11.2,6.7,2.2,2.4,16.8,49.6,7.5,41.8,15.2,40.6,9.2,Grassland,Carnivore,Invertivore,Insessorial
Cisticola ayresii,Cisticolidae,Passeriformes,10.3,6,2,2.4,17.1,45.2,6.2,38.2,13.9,25.8,7,Grassland,Carnivore,Invertivore,Insessorial
Cisticola bodessa,Cisticolidae,Passeriformes,13.5,7.4,2.9,3.8,22,62.1,5.6,55.1,9.2,54,17.1,Shrubland,Carnivore,Invertivore,Insessorial
Cisticola brachypterus,Cisticolidae,Passeriformes,10.9,6.3,2.1,2.5,16.9,47,5.6,41,11.8,36,7.8,Woodland,Carnivore,Invertivore,Insessorial
Cisticola brunnescens,Cisticolidae,Passeriformes,11.8,6.5,2.2,2.7,19.8,51.4,7.4,43.4,14.7,34.2,8,Grassland,Carnivore,Invertivore,Terrestrial
Cisticola bulliens,Cisticolidae,Passeriformes,15.1,8.8,2.8,3.2,21.1,59,5,52,8.8,52,15.8,Grassland,Carnivore,Invertivore,Insessorial
Cisticola cantans,Cisticolidae,Passeriformes,14,7.6,2.4,3,21.2,56,5,50.5,8.9,54.4,11.7,Shrubland,Carnivore,Invertivore,Insessorial
Cisticola carruthersi,Cisticolidae,Passeriformes,13.1,7,2.3,2.8,20.1,57.8,6,51.8,10.1,53,11.2,Wetland,Carnivore,Invertivore,Insessorial
Cisticola cherina,Cisticolidae,Passeriformes,12,7,2.2,2.7,17.7,49.8,6.1,43.7,12.2,39.8,10,Shrubland,Carnivore,Invertivore,Insessorial
Cisticola chiniana,Cisticolidae,Passeriformes,14.4,7.9,2.8,3.4,20.2,61.2,5.3,54.2,9,54.4,16.1,Shrubland,Carnivore,Invertivore,Insessorial
Cisticola chubbi,Cisticolidae,Passeriformes,14.8,8.2,3.1,3.6,22.2,61.2,4.5,55.8,7.5,60.4,16,Shrubland,Carnivore,Invertivore,Insessorial
Cisticola cinereolus,Cisticolidae,Passeriformes,13.5,7.6,2.6,3.3,20.4,60,6.6,53.4,11,52.2,17,Desert,Carnivore,Invertivore,Terrestrial
Cisticola dambo,Cisticolidae,Passeriformes,11.1,6.3,2.1,2.6,19.5,51.2,5.9,44.6,11.7,43.2,9,Grassland,Carnivore,Invertivore,Generalist
Cisticola discolor,Cisticolidae,Passeriformes,14.9,7.5,3.1,3.6,24.5,59,4.8,53.5,8.2,56.6,16,Shrubland,Carnivore,Invertivore,Insessorial
Cisticola erythrops,Cisticolidae,Passeriformes,15.7,9.1,3.2,3.5,22.5,56.5,4.9,52.1,8.6,55.2,14.8,Grassland,Carnivore,Invertivore,Insessorial
Cisticola exilis,Cisticolidae,Passeriformes,11.6,6.4,2.1,2.5,17.4,45.2,7.7,38.8,16.4,40.8,7,Grassland,Carnivore,Invertivore,Terrestrial
Cisticola eximius,Cisticolidae,Passeriformes,10.7,6.4,1.9,2.5,16.9,48.8,6.4,41.9,13.3,34.4,12,Grassland,Carnivore,Invertivore,Terrestrial
Cisticola fulvicapilla,Cisticolidae,Passeriformes,11,6.5,2.4,2.6,17.3,48.1,4.5,43.9,9.2,41.5,8.2,Grassland,Carnivore,Invertivore,Generalist
Cisticola galactotes,Cisticolidae,Passeriformes,14.8,8.4,2.8,3.4,21.7,56.4,6.6,49.8,11.7,52.7,13.1,Wetland,Carnivore,Invertivore,Insessorial
Cisticola guinea,Cisticolidae,Passeriformes,12.8,7.6,2.4,3.1,21.3,56.5,6.9,49.6,12.2,40.5,9.3,Woodland,Carnivore,Invertivore,Insessorial
Cisticola haesitatus,Cisticolidae,Passeriformes,10.2,6.4,1.9,2.2,16.9,47.5,5.9,41.6,12.4,41,6.9,Shrubland,Carnivore,Invertivore,Insessorial
Cisticola hunteri,Cisticolidae,Passeriformes,14.3,7.2,2.5,3.2,23.7,61.5,6.8,54.4,11.1,67.2,15.5,Shrubland,Carnivore,Invertivore,Generalist
Cisticola juncidis,Cisticolidae,Passeriformes,12.1,6.8,2.3,2.6,17.7,48.9,6.7,42.8,13.5,40.3,6.8,Grassland,Carnivore,Invertivore,Generalist
Cisticola lais,Cisticolidae,Passeriformes,13.5,7.2,2.7,3.3,21.4,59.5,6.6,53.6,11,50,14.8,Grassland,Carnivore,Invertivore,Insessorial
Cisticola lateralis,Cisticolidae,Passeriformes,14.6,8.2,3,4,21.3,60.8,5.7,53.8,9.6,52,16.8,Shrubland,Carnivore,Invertivore,Generalist
Cisticola melanurus,Cisticolidae,Passeriformes,10.7,6.1,2,2.7,16.6,44.8,5.7,39.1,12.7,47.5,8.7,Woodland,Carnivore,Invertivore,Insessorial
Cisticola nanus,Cisticolidae,Passeriformes,10.3,5.9,2.1,2.5,15.9,44.6,4.7,40.1,10.4,32.6,5,Grassland,Carnivore,Invertivore,Generalist
Cisticola natalensis,Cisticolidae,Passeriformes,15,7.9,3.4,4.6,25.2,67.2,9.4,56.8,14.1,51,16.4,Grassland,Carnivore,Invertivore,Generalist
Cisticola nigriloris,Cisticolidae,Passeriformes,15.8,8.5,3.6,4.1,26.4,66,6.7,58.5,10.3,71.6,19.6,Shrubland,Carnivore,Invertivore,Insessorial
Cisticola njombe,Cisticolidae,Passeriformes,11.8,5.9,2.1,2.8,18.4,53.6,5.5,47.3,10.3,51.6,10.9,Grassland,Carnivore,Invertivore,Generalist
Cisticola pipiens,Cisticolidae,Passeriformes,14.5,8.2,2.5,3.4,22.8,64,6.7,57.3,10.5,73,13.5,Wetland,Carnivore,Invertivore,Insessorial
Cisticola restrictus,Cisticolidae,Passeriformes,12.3,7.5,2.4,3.3,18.6,53.3,4.6,48.7,8.7,48.7,13.2,Shrubland,Carnivore,Invertivore,Generalist
Cisticola robustus,Cisticolidae,Passeriformes,15.3,8,3.1,4,24.8,69.4,8.4,60.3,12.3,54.8,18.5,Grassland,Carnivore,Invertivore,Generalist
Cisticola ruficeps,Cisticolidae,Passeriformes,12.2,7.1,2.4,3,18.1,53.2,5.2,48.1,9.7,38.8,9.7,Grassland,Carnivore,Invertivore,Insessorial
Cisticola rufilatus,Cisticolidae,Passeriformes,14.2,8,2.6,3.1,19.7,57.2,6.9,49.9,12.2,63.2,11.3,Woodland,Carnivore,Invertivore,Generalist
Cisticola rufus,Cisticolidae,Passeriformes,11.3,6.2,2.1,2.5,16.5,49.2,8.1,40.6,16.8,36.4,7.3,Shrubland,Carnivore,Invertivore,Generalist
Cisticola subruficapilla,Cisticolidae,Passeriformes,11.7,6.2,2,2.5,16.6,52.6,6.8,45,13.1,54.6,9.9,Shrubland,Carnivore,Invertivore,Insessorial
Cisticola textrix,Cisticolidae,Passeriformes,11.1,6.5,2.2,2.6,19.7,51.2,6.6,44.1,13,31.4,10.3,Grassland,Carnivore,Invertivore,Terrestrial
Cisticola tinniens,Cisticolidae,Passeriformes,12.3,6.9,2.1,2.6,17.5,53.4,5.6,47.6,10.5,54.8,11.4,Wetland,Carnivore,Invertivore,Insessorial
Cisticola troglodytes,Cisticolidae,Passeriformes,10.1,6,2,2.4,16.3,45.4,5.2,39.4,11.5,34,8.2,Shrubland,Carnivore,Invertivore,Generalist
Cisticola woosnami,Cisticolidae,Passeriformes,14.3,7.5,2.7,3.7,22,59.3,5.4,53,9.2,50.2,13.5,Grassland,Carnivore,Invertivore,Generalist
Drymocichla incana,Cisticolidae,Passeriformes,13.9,7.7,3,2.7,18.9,56.4,8,48,14.2,54.8,10,Woodland,Carnivore,Invertivore,Insessorial
Eminia lepida,Cisticolidae,Passeriformes,20.1,10.1,3.5,3.6,23.6,68,3.7,62.6,5.6,63.3,20.2,Shrubland,Carnivore,Invertivore,Insessorial
Eremomela canescens,Cisticolidae,Passeriformes,12.9,6.9,2.7,2.6,17,54.9,7.6,47.5,13.8,42.9,6.9,Woodland,Carnivore,Invertivore,Insessorial
Eremomela salvadorii,Cisticolidae,Passeriformes,11.5,6.5,2.5,2.4,16,55.4,6.1,49.2,11,32,7.5,Shrubland,Carnivore,Invertivore,Insessorial
Euryptila subcinnamomea,Cisticolidae,Passeriformes,14.4,7.7,2.5,3.1,21,51.6,4.6,46.4,9,59.2,11.5,Shrubland,Carnivore,Invertivore,Terrestrial
Heliolais erythropterus,Cisticolidae,Passeriformes,17,9.7,3,3.7,21.5,54.5,5,49.1,9.2,56.6,11.5,Woodland,Carnivore,Invertivore,Insessorial
Hypergerus atriceps,Cisticolidae,Passeriformes,25,14.3,4,4.5,26.4,90.2,9.5,80.8,10.5,91,29.8,Forest,Carnivore,Invertivore,Insessorial
Incana incana,Cisticolidae,Passeriformes,13.3,8,2.5,2.6,18.8,49.5,5,44.5,9.9,47,10.4,Shrubland,Carnivore,Invertivore,Generalist
Malcorus pectoralis,Cisticolidae,Passeriformes,12.2,6.8,2.5,2.9,19.6,49.4,5.3,43.7,10.8,74.4,10.1,Shrubland,Carnivore,Invertivore,Generalist
Oreolais pulchra,Cisticolidae,Passeriformes,15.2,7.9,3.4,2.5,21.2,53.2,4,48.2,7.7,58.4,8.4,Forest,Carnivore,Invertivore,Insessorial
Oreolais ruwenzorii,Cisticolidae,Passeriformes,14.8,7.8,3.1,2.7,20.8,50.3,5,45.1,10.1,43.6,9.9,Forest,Carnivore,Invertivore,Insessorial
Phragmacia substriata,Cisticolidae,Passeriformes,12.7,8.1,2.8,2.7,19.9,54,5.4,48.6,10,67.2,10.6,Shrubland,Carnivore,Invertivore,Insessorial
Phyllolais pulchella,Cisticolidae,Passeriformes,10.1,5.2,2.4,2.1,15.8,44.9,5.8,38.8,13.1,40.9,6,Woodland,Carnivore,Invertivore,Insessorial
Prinia atrogularis,Cisticolidae,Passeriformes,13,7.1,2.4,2.9,19.2,47.9,3.8,44.1,7.9,96.6,11.8,Grassland,Carnivore,Invertivore,Insessorial
Prinia bairdii,Cisticolidae,Passeriformes,16.1,8.5,3.4,3.4,21.4,53.8,4.4,49.3,8.1,64.7,13.4,Forest,Carnivore,Invertivore,Insessorial
Prinia buchanani,Cisticolidae,Passeriformes,12,7,2.2,3,17.7,52,6.2,45.8,12,65.6,6.7,Grassland,Carnivore,Invertivore,Insessorial
Prinia burnesii,Cisticolidae,Passeriformes,13.5,7.1,2.4,3.2,19.1,55,3.9,51.3,7.1,102.7,19,Grassland,Carnivore,Invertivore,Generalist
Prinia cinereocapilla,Cisticolidae,Passeriformes,12,7.2,2.3,2.5,18.9,43.2,4.6,40.1,10.3,53.4,7.3,Woodland,Carnivore,Invertivore,Insessorial
Prinia crinigera,Cisticolidae,Passeriformes,12.3,6.1,2.2,3.2,18.6,51,5.6,45.5,10.9,75,13.7,Shrubland,Carnivore,Invertivore,Generalist
Prinia familiaris,Cisticolidae,Passeriformes,14.5,8.7,2.7,3.2,21.6,54.2,5,49.3,9.1,56,9,Shrubland,Carnivore,Invertivore,Generalist
Prinia flavicans,Cisticolidae,Passeriformes,12.6,7.1,2.4,2.8,19.9,52.6,8,44.7,15.2,65.4,8.7,Shrubland,Carnivore,Invertivore,Insessorial
Prinia flaviventris,Cisticolidae,Passeriformes,14,9.5,2.9,2.6,20.9,45.4,5.3,39.6,11.9,62.6,7,Shrubland,Carnivore,Invertivore,Insessorial
Prinia fluviatilis,Cisticolidae,Passeriformes,12.8,7.8,2.8,3,19.9,49,4.9,44.1,9.9,47.2,8,Wetland,Carnivore,Invertivore,Insessorial
Prinia gracilis,Cisticolidae,Passeriformes,11.9,6.4,2.1,2.2,16.9,45,4.7,40.3,10.4,59.4,7.1,Shrubland,Carnivore,Invertivore,Insessorial
Prinia hodgsonii,Cisticolidae,Passeriformes,11.9,6.2,2.2,2.3,18.1,45.5,4.8,40.5,10.7,46.6,6.4,Shrubland,Carnivore,Invertivore,Insessorial
Prinia hypoxantha,Cisticolidae,Passeriformes,12.5,7.3,2.8,2.8,21.9,50.9,5.8,45.1,11.3,62.4,10.5,Woodland,Carnivore,Invertivore,Insessorial
Prinia inornata,Cisticolidae,Passeriformes,12.2,6.7,2.3,2.6,18.1,50.4,7.2,43.4,14.2,70.8,7,Shrubland,Carnivore,Invertivore,Generalist
Prinia leontica,Cisticolidae,Passeriformes,14.8,8.1,3,2.9,20.9,53.1,5.1,47.5,9.7,52.2,12.4,Forest,Carnivore,Invertivore,Insessorial
Prinia leucopogon,Cisticolidae,Passeriformes,15.7,8.1,3,3.2,21.2,56.7,5.4,51,9.7,59.8,11.7,Forest,Carnivore,Invertivore,Insessorial
Prinia maculosa,Cisticolidae,Passeriformes,12.1,6.5,2.2,2.5,21.1,51.6,5.9,45.6,11.6,68.6,9,Shrubland,Carnivore,Invertivore,Insessorial
Prinia molleri,Cisticolidae,Passeriformes,14.5,8.1,2.9,2.9,21.4,53.5,6.5,47,12.2,75.2,8.8,Forest,Carnivore,Invertivore,Insessorial
Prinia polychroa,Cisticolidae,Passeriformes,14.3,8.1,3.1,3.9,21.5,57.3,6.3,51,11.1,77.2,11,Grassland,Carnivore,Invertivore,Insessorial
Prinia robertsi,Cisticolidae,Passeriformes,14,7.4,2.8,2.8,22.1,51.5,5.4,46.1,10.5,67.5,10,Shrubland,Carnivore,Invertivore,Insessorial
Prinia rufescens,Cisticolidae,Passeriformes,12.6,7.4,2.7,2.7,18.2,43.1,4.7,38.5,10.8,39,6.5,Shrubland,Carnivore,Invertivore,Insessorial
Prinia socialis,Cisticolidae,Passeriformes,13.1,7.4,2.2,2.4,19.6,49.6,5.1,44.2,10.3,63,8,Grassland,Carnivore,Invertivore,Insessorial
Prinia somalica,Cisticolidae,Passeriformes,11.8,6.9,2.5,2.5,18.1,49.6,6.3,43.2,12.8,59.8,7.5,Shrubland,Carnivore,Invertivore,Insessorial
Prinia subflava,Cisticolidae,Passeriformes,13.9,7.6,2.9,3,19.6,50.1,6.4,43.6,12.7,51.9,8.6,Shrubland,Carnivore,Invertivore,Insessorial
Prinia sylvatica,Cisticolidae,Passeriformes,14.3,7.8,2.5,3.3,20.6,57.4,6,50.8,10.4,68.2,16.1,Shrubland,Carnivore,Invertivore,Insessorial
Rhopophilus pekinensis,Cisticolidae,Passeriformes,15,8.7,3.5,4.4,24.6,66,6.1,59.4,9.3,95.3,18,Shrubland,Carnivore,Invertivore,Insessorial
Scotocerca inquieta,Cisticolidae,Passeriformes,12,5.9,2.1,2.4,19.2,49.2,6.8,42.5,13.8,50.5,8.2,Woodland,Carnivore,Invertivore,Generalist
Spiloptila clamans,Cisticolidae,Passeriformes,11.5,6.5,2.5,2.7,16.9,46.7,2.9,43.2,6.3,60.5,7,Shrubland,Carnivore,Invertivore,Insessorial
Spiloptila rufifrons,Cisticolidae,Passeriformes,11.7,6.7,2.3,2.7,19.2,44.7,5.1,39.3,11.4,56.8,6.5,Shrubland,Carnivore,Invertivore,Insessorial
Urolais epichlorus,Cisticolidae,Passeriformes,13.9,7.3,2.9,2.9,20.7,53.8,5.4,48.4,10,74.4,11.3,Forest,Carnivore,Invertivore,Insessorial
Climacteris affinis,Climacteridae,Passeriformes,17.5,9.1,3.2,3,19.2,84.8,23.9,61.4,27.9,58.4,21.7,Shrubland,Carnivore,Invertivore,Insessorial
Climacteris erythrops,Climacteridae,Passeriformes,20.6,10.5,3.1,3.5,21.5,83.3,21,62.2,25.2,64.2,23.3,Forest,Carnivore,Invertivore,Insessorial
Climacteris melanurus,Climacteridae,Passeriformes,19.7,10.7,4.2,4,22.4,92.2,21.8,71.2,23.4,67,31.9,Forest,Carnivore,Invertivore,Insessorial
Climacteris picumnus,Climacteridae,Passeriformes,18.6,10,3.4,3.6,23.2,89,23.1,65.9,25.9,63.4,28.9,Forest,Carnivore,Invertivore,Insessorial
Climacteris rufus,Climacteridae,Passeriformes,19.7,10.4,3.6,3.6,23.2,87.3,24.6,64.4,27.5,61.6,32.6,Woodland,Carnivore,Invertivore,Insessorial
Cormobates leucophaea,Climacteridae,Passeriformes,20,11.2,2.8,3.2,20.7,86.8,26.4,60.3,30.5,61.1,22,Forest,Carnivore,Invertivore,Insessorial
Cormobates placens,Climacteridae,Passeriformes,15.9,8.2,2.9,3,20,83,20.7,62.3,25,65,15.8,Forest,Carnivore,Invertivore,Insessorial
Cnemophilus loriae,Cnemophilidae,Passeriformes,24.4,11.7,6.1,5.6,38.4,99.8,4.7,95.1,4.7,76.5,84,Forest,Herbivore,Frugivore,Insessorial
Cnemophilus macgregorii,Cnemophilidae,Passeriformes,26.3,11.8,5.4,6,40,109.3,7.7,101.3,7,90,97.9,Forest,Herbivore,Frugivore,Insessorial
